,id,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
1073,459313476,13062144,USD,3.99,562,0,5,0,3.0.3,4+,Music,37,5,1,1
1074,459660048,196291794,USD,3.99,242,218,4,4,1.00.01,12+,Games,43,0,1,1
1076,460177396,79983616,USD,0,109549,149,4.5,4.5,3.20.2,12+,Entertainment,37,5,26,1
1077,460494135,138006528,USD,0,6856,8,2,1.5,4.1.1,17+,Entertainment,37,4,1,1
1078,460712294,21745664,USD,0,8025,611,4.5,4,2.4.1,4+,Games,37,5,8,1
1081,461123279,248307057,USD,4.99,234,234,4.5,4.5,1.0.0,9+,Games,26,5,6,1
1082,461218759,385908736,USD,3.99,879,612,4.5,5,3.4,4+,Music,38,5,1,1
1083,461390784,184315904,USD,1.99,880,58,3.5,4,1.1.4,4+,Games,40,5,1,1
1084,461504587,140944384,USD,0,2793,7,4.5,4.5,4.0.7,4+,Productivity,37,5,21,1
1085,461703208,0,1040,5,4.5,4,8.0.8,4+,Navigation,38,0,1,1,,
1086,462125072,30503936,USD,0,33,0,3.5,0,5.2.2,17+,Utilities,38,0,1,1
1087,462134755,103233536,USD,3.99,54,0,4,0,1.9.2,4+,Education,24,4,1,1
1088,462155908,7671808,USD,1.99,2485,1564,4.5,4.5,2.1.0,4+,Photo & Video,40,4,6,1
1090,462397814,337177600,USD,4.99,2101,0,4.5,0,2.2,9+,Games,37,5,2,1
1091,462638897,132913152,USD,0,90496,399,4,3.5,2.36,4+,Health & Fitness,37,0,9,1
1093,462780547,109416448,USD,0,4050,12,2,2.5,4.1.1,12+,Entertainment,37,4,1,1
1095,463142843,17612800,USD,2.99,5,0,4,0,6.6,17+,Entertainment,37,1,1,1
1098,463240522,23040000,USD,0,685,369,4,4.5,3.1,4+,Travel,38,0,1,1
1099,463295925,403332096,USD,4.99,0,0,0,0,3.2.2,4+,Education,38,0,1,1
1100,463422433,107525120,USD,0,2150,68,4.5,4.5,5.4.0,4+,Photo & Video,24,5,3,1
1102,463431091,46950400,USD,0,5,0,3,0,3.17.1,4+,Navigation,37,0,1,1
1103,463630399,86456320,USD,0,49816,413,4.5,4.5,4.13.2,12+,Lifestyle,37,0,1,1
1105,463869460,170055680,USD,0.99,4498,38,4,4.5,1.1.8,4+,Games,37,5,6,1
1107,464235764,61427712,USD,2.99,199,73,3.5,3,1.71,4+,Education,40,5,1,1
1108,464309202,47699968,USD,0,2417,39,3,1.5,5.0.3,12+,News,37,5,1,1
1109,464352883,28331008,USD,0,2286,46,2.5,1.5,3.0.9,4+,Education,37,1,1,1
1110,464660903,77390848,USD,0,1646,141,4.5,4.5,3.8.2,4+,Photo & Video,38,5,5,1
1111,465092669,160124928,USD,0,15554,124,3.5,5,8.6.1,4+,Sports,37,5,1,1
1112,465173198,17243136,USD,2.99,210,7,3,3.5,1.8.4,4+,Health & Fitness,37,5,1,1
1113,465694275,68499456,USD,0,6534,94,4.5,4.5,1.42.1,9+,Games,38,5,1,1
1114,466252999,407632896,USD,3.99,311,21,4.5,4.5,2.11,4+,Food & Drink,37,4,8,1
1118,466710109,56817664,USD,0.99,54073,73,5,4,1.3.0,4+,Games,38,5,4,1
1119,466965151,695603200,USD,0,446880,1832,4.5,4,5.29.0,12+,Games,38,5,12,1
1122,467067151,127980544,USD,0,383,0,4.5,0,7.5.0,17+,Lifestyle,37,0,2,1
1123,467329677,94260224,USD,0,1854,28,3.5,3.5,3.1.0,4+,Education,37,5,7,1
1124,467703220,87581696,USD,1.99,1915,38,4,4.5,3.7,4+,Games,38,5,1,1
1125,467738064,64024576,USD,0,6408,77,4,4.5,4.1.2,4+,Shopping,37,0,1,1
1126,467923185,26399744,USD,3.99,561,4,4,5,1.6.3,4+,Music,37,5,4,1
1127,467953363,6603776,USD,2.99,123,9,4,4,4.2,4+,Weather,38,0,1,1
1129,468090416,21118976,USD,5.99,875,123,4.5,4.5,2.3.3,4+,Business,37,0,7,1
1130,468401854,93220864,USD,0.99,7973,884,4,4.5,6.2.4.0,17+,News,37,0,5,1
1131,468429333,57786368,USD,4.99,3800,99,4.5,4.5,3.5,4+,Health & Fitness,37,0,15,1
1132,468564994,31039488,USD,2.99,264,56,4.5,4.5,1.4,9+,Games,43,0,8,1
1133,468566852,29511680,USD,4.99,135,62,4.5,4.5,1.4,9+,Games,26,5,8,1
1135,468674094,4348875,USD,3.99,204,166,4,4,3.95,12+,News,26,3,2,1
1136,468996152,73138176,USD,0,57348,1213,4.5,4.5,2.10.17,4+,Shopping,37,0,1,1
1137,469024771,32996352,USD,0.99,240,1,4.5,5,4.0.0,4+,Finance,24,5,1,1
1138,469284907,60647424,USD,0,9819,415,4.5,4.5,5.3,4+,Productivity,37,2,14,1
1139,469337564,81007616,USD,0,20069,33,4,4.5,17.05.23,4+,Business,37,5,19,1
1140,469338840,94053376,USD,0.99,132,1,4,5,4.0.5,17+,Travel,37,0,2,1
1142,469343097,90374144,USD,4.99,3099,105,4.5,4.5,1.03.22,4+,Games,40,5,6,1
1143,469369175,524803072,USD,0,677247,2029,4.5,4.5,4.0.1,4+,Games,37,5,10,1
1144,469610082,41246720,USD,0.99,3883,675,4,4,1.4.1,4+,Games,40,4,1,1
1145,469622080,2598912,USD,0.99,11,0,4,0,2,4+,Education,37,5,1,1
1146,469863705,162706432,USD,0,5459,10,4,4.5,4.3.0,4+,Education,37,5,6,1
1148,469960709,91591680,USD,0,221002,131,4,4,1.29.1,4+,Games,38,5,1,1
1149,469964520,104023040,USD,0,17,5,4.5,4,16.1,4+,Finance,37,0,1,1
1150,470412139,375949016,USD,4.99,168,168,4,4,1.0.1,9+,Games,26,5,4,1
1151,470412147,58299392,USD,0,18035,156,4.5,4.5,2.7,4+,Shopping,37,5,1,1
1152,470578793,14578688,USD,1.99,2504,644,4.5,5,1.13,4+,Photo & Video,37,0,12,1
1153,471063940,880267264,USD,6.99,116601,5839,4.5,4.5,1.3.5,17+,Games,43,4,1,1
1156,471341991,114197504,USD,4.99,7100,0,4.5,0,16.13.0,4+,Games,38,5,30,1
1157,471347413,91615232,USD,0,12079,24,3.5,3.5,13.25.0,12+,Social Networking,37,5,7,1
1158,471394851,80923648,USD,0,30845,105,4.5,5,5.1,4+,Music,37,3,7,1
1159,471458190,54852324,USD,4.99,1777,321,4.5,4.5,2.0.1,4+,Games,47,5,1,1
1161,472006138,81444864,USD,4.99,2676,27,4.5,4.5,6.0.2,4+,Sports,37,5,1,1
1162,472014516,98870272,USD,0,7174,166,4,4,7.19.46,4+,Shopping,37,0,1,1
1164,472374716,113278913,USD,4.99,76,76,4,4,1.0.1,9+,Games,26,5,5,1
1165,472642407,158416896,USD,2.99,2254,29,4.5,4,2.14,4+,Games,43,5,1,1
1167,472896868,52539392,USD,0.99,826,135,5,4.5,3.1,12+,Games,43,5,1,1
1168,472937654,66607104,USD,0,11677,121,4,4,5.2.2,17+,Utilities,37,5,28,1
1173,473219519,285982720,USD,6.99,1690,1644,4.5,4.5,1.2,4+,Games,26,5,13,1
1174,473225145,110243840,USD,0,281,1,3.5,1,5.3.0,4+,Utilities,38,0,1,1
1176,473596157,15481361,USD,0,11945,11863,4.5,4.5,1.1,12+,Games,47,5,0,1
1178,473917761,36523008,USD,0.99,21,1,4.5,5,3.10.1,4+,Health & Fitness,37,4,2,1
1180,474011277,509022208,USD,2.99,1483,78,4,3,1.4.1,12+,Games,40,5,1,1
1181,474121500,177553408,USD,3.99,78,11,5,4.5,1.0.3,12+,Book,43,5,2,1
1182,474205928,310633804,USD,0.99,7693,7693,4,4,1.0.0,4+,Games,45,0,1,1
1183,474207297,100699136,USD,0,2887,0,3.5,0,3.10.0,4+,Education,38,5,1,1
1185,474595631,3530752,USD,1.99,1,1,5,5,6.6,4+,Finance,40,5,1,1
1187,474679690,134715392,USD,0,1628,0,2,0,6.6,4+,Sports,37,5,1,0
1189,474764934,1984958464,USD,6.99,13503,825,4.5,4.5,1.0.5,17+,Games,43,5,12,1
1190,474807486,8147968,USD,0,128,7,3,3.5,2.9.1,4+,Weather,37,4,1,1
1191,475249619,75580416,USD,2.99,2334,298,4.5,4.5,7.0.1,4+,Health & Fitness,37,5,1,1
1193,475772902,596499456,USD,0,12122,60,4.5,4.5,4.4.1,4+,Reference,37,5,29,1
1194,475820434,223332352,USD,14.99,929,17,4,3,2.0.177,4+,Music,37,5,8,1
1195,475966832,160900096,USD,0,57,0,4,0,8.3.0,4+,Travel,37,5,3,1
1196,475976577,143038464,USD,0,19540,5,4.5,4,6.50.10,4+,Lifestyle,37,3,12,1
1197,476312888,101117952,USD,4.99,10754,5,4.5,5,2.8.24,12+,Photo & Video,37,3,10,1
1198,476467441,120819712,USD,0.99,7639,632,4,4,1.8,12+,Games,43,3,2,1
1199,476508724,121874432,USD,5.99,6420,36,4.5,5,4,4+,Book,37,5,1,1
1200,476550251,2.99,0,0,0,0,3.0.4,4+,Education,43,0,1,1,,
1201,476553281,61840384,USD,2.99,3686,39,4,4,1.1.4,4+,Education,40,5,1,1
1202,476555713,82529280,USD,0,54496,252,4.5,4,3.0.5,4+,Utilities,37,5,12,1
1205,477091899,109448192,USD,0,213,30,4.5,4.5,5.2.2,17+,Social Networking,37,5,1,1
1206,477120941,112567296,USD,11.99,768,104,4.5,5,4.8.1,4+,Education,24,5,11,1
1208,477128284,120922112,USD,0,30434,309,4.5,5,4.66,4+,Shopping,37,5,7,1
1209,477537958,207656960,USD,0,12797,126,4,4,8.16,4+,Productivity,37,5,30,1
1210,477618130,885760,USD,0,581,54,3,2,2.2.3,4+,Education,40,5,1,1
1212,477707236,20885504,USD,0.99,49,1,4.5,5,1.96,4+,Games,37,5,1,1
1213,477891975,124789760,USD,3.99,233,2,4.5,4,4.1,4+,Games,37,5,14,1
1214,477927812,0,2860,4,4,4,8.4.3,17+,Social Networking,37,0,1,1,,
1216,478126577,148458496,USD,4.99,2843,139,4.5,4.5,4.1.1,4+,Reference,38,4,12,1
1218,478396998,39018496,USD,0,636,11,2,1.5,3.0.9,4+,Sports,37,1,1,1
1219,478523928,63201280,USD,2.99,4095,91,4.5,4.5,3.14,12+,Games,43,5,1,1
1220,478618165,34652160,USD,0,20,0,4,0,2.9.8,12+,Food & Drink,37,5,1,1
1221,478643661,141081600,USD,1.99,250,87,4.5,5,4,4+,Education,37,5,1,1
1222,478862935,58073088,USD,4.99,1520,24,4.5,4.5,3.5,4+,Health & Fitness,37,0,15,1
1224,479067148,17226765,USD,0.99,1801,236,4,4.5,3.1,4+,Entertainment,43,5,1,1
1225,479159684,50800640,USD,0,0,0,0,0,6.1.0,4+,Utilities,37,4,2,1
1226,479206805,92058431,USD,9.99,0,0,0,0,1.3.0,12+,Games,43,0,1,1
1227,479243891,185828352,USD,3.99,41,28,3.5,3.5,6.3,4+,Education,38,5,5,1
1228,479280326,49839104,USD,0,106398,12554,4.5,4.5,1.5.6,4+,Games,37,5,1,1
1230,479516143,147787776,USD,6.99,522012,1148,4.5,4.5,1.1,9+,Games,37,1,11,1
1231,479528827,15488000,USD,0.99,67,14,4.5,4,9.0.0,4+,Photo & Video,37,0,2,1
1232,479536744,99593216,USD,0,183259,804,4.5,4,2.1,4+,Games,37,0,5,1
1233,479662730,726392832,USD,4.99,26547,1682,4,4.5,1.3.5,17+,Games,43,4,7,1
1234,479665601,55524352,USD,5.99,378,12,4,4.5,13.01,4+,Utilities,37,5,3,1
1235,479889140,46876672,USD,3.99,242,5,4,3,2.6.0,4+,Games,38,0,1,1
1236,479943969,63226880,USD,1.99,8480,66,4,3,2.0.36,4+,Games,37,0,11,1
1237,480079300,0,34,0,4,0,7.10.5,17+,Lifestyle,37,4,1,1,,
1238,480090210,0,0,0,0,0,4.5.7,4+,Productivity,37,5,11,1,,
1239,480102733,30700544,USD,9.99,4962,4,4.5,5,5.4,4+,Productivity,37,5,16,1
1240,480219484,118244352,USD,1.99,204,0,4.5,0,5.0.1,4+,Education,37,5,1,1
1241,480375355,1807310848,USD,2.99,4746,455,4.5,4.5,1.8.1,12+,Games,43,5,8,1
1242,480688850,8523776,USD,0.99,160,57,2.5,2,3,4+,Weather,38,5,1,1
1243,480805652,97248256,USD,0,3383,299,3.5,4,2.2.12,4+,Games,37,5,11,1
1245,480883488,138883072,USD,0,19981,36,4.5,4.5,3.18.3,4+,Education,37,4,16,1
1246,481028647,71846912,USD,1.99,11190,43,4.5,4.5,4.2,4+,Games,37,5,1,1
1247,481033328,4.99,0,0,0,0,2.7.2,4+,Education,37,5,2,1,,
1250,481587094,120877056,USD,0,84,0,4,0,6.6.70,17+,Photo & Video,37,0,9,1
1252,481623941,40584192,USD,0,8049,115,4,3.5,1.0.9,4+,Education,40,5,1,1
1253,481679745,51828736,USD,4.99,748,15,4.5,4,3.4.4,4+,Navigation,38,5,7,1
1254,481914139,36961280,USD,0,0,0,0,0,2.5.1,4+,Weather,37,0,1,1
1255,481964944,108412928,USD,1.99,219,0,4,0,11.1,4+,Photo & Video,37,5,4,1
1256,482066631,46033920,USD,0,16867,634,4.5,4.5,4.0.4,4+,Entertainment,37,0,1,1
1257,482158461,42018816,USD,2.99,39,0,4.5,0,3.5.0,4+,Games,38,5,2,1
1258,482361332,79185920,USD,2.99,3312,1710,5,5,3.95,4+,Weather,38,0,21,1
1259,482365195,185228498,USD,2.99,1336,615,4,4,1.1,4+,Games,43,5,3,1
1260,482380153,39937024,USD,0,632,74,3.5,3.5,3.8,4+,Entertainment,38,5,1,1
1261,482465886,12115968,USD,1.99,108,6,4,3,3,4+,Photo & Video,37,3,1,1
1262,482475948,161501184,USD,1.99,236,29,4.5,4,3,4+,Education,43,5,1,1
1263,482669234,96086016,USD,2.99,1484,9,4.5,4,3.1,9+,Photo & Video,37,5,7,1
1264,482688777,501567488,USD,2.99,341,20,4,4,1.2.1,12+,Games,40,5,1,1
1265,482728980,106071040,USD,0,879,22,4,3.5,10.1,12+,Book,37,5,1,1
1268,482910640,305618944,USD,0.99,115,28,4,4.5,2.1,4+,Games,43,5,3,1
1269,482917268,40871936,USD,0,0,0,0,0,2.4.5,4+,Music,37,4,2,1
1270,483049169,40546304,USD,2.99,1294,44,4,4,2.8,4+,Education,40,5,11,1
1271,483161617,74190848,USD,0,141,5,3.5,4.5,1.7,4+,Education,24,4,1,1
1272,483336864,38498304,USD,0,4783,285,4.5,4,1.1.6,4+,Utilities,40,0,1,1
1273,483353496,95601664,USD,1.99,4802,5,5,5,1.5,4+,Games,37,5,8,1
1274,483910781,45659136,USD,3.99,2618,86,4.5,4.5,3.4.0,4+,Health & Fitness,37,5,1,1
1275,484090401,93021184,USD,1.99,26333,537,4.5,4.5,4.8,12+,Entertainment,37,5,14,1
1277,485126024,45689856,USD,0,101599,457,4,4,3.14.2,12+,Games,37,5,6,1
1278,485246824,1560187904,USD,1.99,7925,330,5,5,10.0.0,4+,Games,38,5,1,1
1279,485534181,69448704,USD,3.99,1112,7,4.5,4,6.4,4+,Reference,37,5,2,1
1280,486154808,99829760,USD,0,49192,1649,4.5,4.5,5.9.4,4+,Weather,37,5,31,1
1281,486221305,12306432,USD,0.99,92,3,3.5,3.5,1.4.0,4+,Entertainment,38,5,1,1
1282,486270850,14657536,USD,0,1085,278,4,4,1.4.0,4+,Entertainment,38,5,1,1
1283,486355738,101190656,USD,0,8,0,4.5,0,16.1,4+,Finance,37,0,1,1
1284,486645049,0,36879,12021,4.5,4.5,4,4+,Utilities,38,3,31,1,,
1285,486692623,149757952,USD,1.99,302,14,4.5,4,5.2.4,17+,Health & Fitness,38,0,3,1
1286,486717857,60937216,USD,0,38075,1005,4.5,4.5,2.9.8,4+,Games,38,5,19,1
1287,486744917,153785344,USD,0,0,0,0,0,4.4.5,17+,Shopping,40,5,2,1
1288,486947533,226961408,USD,1.99,12701,8,4.5,5,1.6.5,12+,Games,37,5,1,1
1289,487119327,121319424,USD,0,481564,8518,5,5,5.4.1,4+,Games,40,4,11,1
1290,487126596,57990144,USD,1.99,1883,30,4.5,4,3.1.0,4+,Utilities,37,4,14,1
1291,487127942,68090880,USD,0,14986,260,4.5,4.5,3.1.0,4+,Utilities,37,4,14,1
1292,487162791,268300288,USD,2.99,8,1,3.5,5,2,4+,Education,38,5,5,1
1293,487250856,42897408,USD,0.99,30830,100,4.5,4.5,2.8.4,4+,Games,40,5,18,1
1294,487285735,105972736,USD,0,4052,65,2,2,5.2.0,12+,Entertainment,37,5,1,1
1296,487608658,0,180,0,3,0,6.5.01,17+,Book,37,4,3,1,,
1297,487767194,42697029,USD,0.99,2547,658,4.5,4.5,1.4.0,9+,Games,43,5,1,1
1298,487922291,52518912,USD,0,2353,411,4,4.5,4.3.3,4+,Entertainment,38,0,8,1
1299,487946174,101564416,USD,0,72,0,4,0,6.2.0,12+,Shopping,37,4,1,1
1300,488627858,84379648,USD,2.99,360974,3,4.5,4.5,3.0.17,4+,Games,38,5,1,1
1301,488818252,96230400,USD,0,5665,643,3.5,3.5,5.9.1,4+,Food & Drink,37,0,1,1
1302,489185828,78902272,USD,0,20546,78,4.5,4.5,7.8.2,17+,Lifestyle,37,0,14,1
1303,489221652,1629196288,USD,4.99,1161,26,3.5,3,3.0.10,4+,Reference,37,5,6,1
1304,489321253,142996480,USD,0,101222,160,4.5,4.5,3.2.12,9+,Entertainment,38,1,8,1
1305,489479624,85693440,USD,0.99,14381,56,4.5,4,7.5.4,4+,Games,37,1,5,1
1307,489833171,134016000,USD,0,5767,9,4,4.5,4.0.9,4+,Photo & Video,37,3,10,1
1308,490077681,56885248,USD,3.99,658,23,4.5,4,4.7.0,4+,Lifestyle,37,5,16,1
1309,490109661,58532864,USD,1.99,397,3,4.5,4.5,2.5,9+,Games,24,5,1,1
1310,490129379,104357888,USD,0,10107,6726,4.5,4.5,1.52,4+,Games,43,5,6,1
1311,490152130,143462400,USD,3.99,280,100,4,4,1.0.2,4+,Games,43,5,1,1
1312,490217893,55641088,USD,0,15801,26,4,4,3.5,4+,Education,37,5,34,1
1313,490470296,2.99,0,0,0,0,2.1.0,4+,Education,43,0,1,1,,
1315,490979746,118072320,USD,4.99,1760,2,4.5,5,4.0.9,4+,Photo & Video,37,3,10,1
1316,491033889,14016512,USD,6.99,0,0,0,0,7.3,4+,Sports,24,5,2,1
1317,491075156,241110016,USD,0,6152,157,4,4,6.3.1519,4+,Games,37,5,1,1
1318,491126018,38004736,USD,0,2238,3,2,4,6.2.0,4+,Utilities,37,0,2,1
1319,491594445,66056192,USD,0,12669,291,4,4,4.0.2,12+,Games,40,5,1,1
1320,491629188,0,0,0,0,0,10.2,4+,Travel,38,0,2,1,,
1321,491730359,30552064,USD,0,97368,9,4.5,3.5,v2.13.9,12+,Entertainment,37,5,9,1
1322,491899548,186905600,USD,4.99,357,4,4,3,2,4+,Games,38,5,4,1
1323,491907493,329866240,USD,7.99,0,0,0,0,2.5,4+,Education,37,5,1,1
1324,491998279,425919488,USD,59.99,294,130,4.5,5,2.2.3,4+,Education,38,5,1,1
1325,492076105,21714944,USD,2.99,2300,27,4.5,3.5,5,4+,Productivity,37,5,1,1
1327,492262759,3195904,USD,0,29,0,4.5,0,5.0.1,4+,Games,37,1,2,1
1328,492502649,15948800,USD,1.99,718,85,2.5,2.5,3.1,4+,Utilities,38,5,3,1
1329,492571492,468103168,USD,2.99,256,41,4,4,1.1.1,12+,Games,40,5,1,1
1330,492671847,28900352,USD,0,9,0,2.5,0,3.1,4+,Photo & Video,38,3,2,1
1331,493136154,38476800,USD,4.99,7521,539,4,3.5,1.7.4,4+,Productivity,37,5,1,1
1332,493145008,121170944,USD,0,12819,1326,5,5,2.13.2,4+,Health & Fitness,37,0,1,1
1333,493226494,144888832,USD,0,13580,1208,4.5,4.5,6.6.3,4+,Music,37,5,12,1
1335,493536432,45957120,USD,2.99,873,56,4,4,1.45,4+,Games,43,5,1,1
1336,493619333,91044864,USD,0,21830,247,3.5,4.5,10.2.2,4+,Sports,37,5,2,1
1337,493849232,143887360,USD,1.99,3875,304,4.5,4.5,1.6.2,4+,Games,37,5,1,1
1339,493912733,73519104,USD,2.99,114,15,4.5,4.5,4.3.2016091601,4+,Health & Fitness,37,0,1,1
1340,494302506,157572096,USD,3.99,824,0,4.5,0,2.3,4+,Games,37,4,5,1
1341,494407419,11090944,USD,0.99,89,0,3,0,1.6,12+,Games,37,0,1,1
1343,494776019,59154432,USD,0,598,1,5,5,6.8.9,12+,Utilities,40,0,3,1
1344,494833223,169675776,USD,0,164377,78,4.5,4,2.0.2,12+,Games,37,4,1,1
1345,494906425,4303262,USD,0.99,118,118,1.5,1.5,1.0.0,4+,Social Networking,45,1,1,0
1346,495077699,16588800,USD,2.99,203,114,4.5,4.5,2.1,4+,Education,38,5,1,1
1347,495130365,0,7,0,4,0,4.1.1,4+,Health & Fitness,37,0,2,1,,
1348,495546638,8309760,USD,1.99,1043,119,4.5,4.5,4.0.1,4+,Weather,37,5,30,1
1349,495583717,104091648,USD,0,138726,385,4.5,4.5,3.6.2,4+,Games,37,5,46,1
1350,495680460,84990976,USD,2.99,3048,43,4,3.5,1.0.8,4+,Education,40,5,1,1
1351,496177674,89168896,USD,14.99,1343,1,4.5,5,4.2.0,17+,Education,37,4,26,1
1352,496191902,64777216,USD,0.99,1411,15,4.5,4.5,1.2.7,4+,Games,40,5,1,1
1353,496218553,29392896,USD,0,27711,1965,4,4.5,2.1,4+,Entertainment,43,4,13,1
1354,496438671,184348672,USD,0,5131,561,4,3.5,1.0.9,4+,Games,40,5,1,1
1355,496499395,40747008,USD,0.99,1227,15,4.5,4.5,1.61,4+,Games,37,5,22,1
1356,497088907,882049024,USD,6.99,718,207,4,3,1.0.16,9+,Games,26,5,4,1
1357,497236102,22798336,USD,1.99,743,259,4.5,4.5,1.31,4+,Weather,40,5,1,1
1359,497595276,86079488,USD,0,274501,44,4,4,4.27.0,12+,Games,38,5,18,1
1360,497693461,58599424,USD,0,20805,2995,4.5,4.5,1.6.3,4+,Games,40,5,1,1
1361,497716362,65954816,USD,3.99,1226,53,4.5,5,1.5.3,4+,Music,37,5,25,1
1362,497788271,58479616,USD,2.99,3464,42,4.5,3.5,2.0.36,4+,Games,24,5,11,1
1363,497880658,13518848,USD,1.99,3775,132,5,5,3.1.2,4+,Sports,37,4,6,1
1364,497933996,134242304,USD,0.99,2007,80,4.5,4.5,1.2,9+,Games,40,5,9,1
1365,497936366,210625536,USD,0.99,12799,95,4.5,4,1.5.1,9+,Games,40,5,10,1
1367,498425561,37910528,USD,4.99,379,0,4,0,2.1,4+,Business,37,5,24,1
1370,499289888,176737280,USD,0,5090,6,4,3.5,1.12,4+,Games,37,5,1,1
1371,499470113,83620864,USD,4.99,1016,45,4.5,4.5,6.1,4+,Utilities,37,5,9,1
1372,499511971,161200128,USD,0,95892,2,4,1,2.2.12,4+,Games,37,0,1,1
1373,499794670,461555595,USD,2.99,1618,1267,4.5,4.5,1.1.2,12+,Games,43,0,1,1
1374,499835343,2.99,0,0,0,0,1.0.11,4+,Education,40,5,1,1,,
1375,500003565,174097408,USD,0,5356,63,3,3.5,1.12.1,4+,Entertainment,37,4,2,1
1376,500098096,656429019,USD,15.99,1992,1583,4.5,4.5,1.2.0,9+,Games,26,5,1,1
1377,500108743,258815519,USD,2.99,646,369,4,4.5,1.2.1,4+,Games,43,5,1,1
1378,500116670,37879808,USD,0.99,541693,69225,4.5,4.5,1.1.3,17+,Games,43,5,1,1
1379,500963785,58882048,USD,0,124618,8588,4.5,4.5,5.4,4+,Games,40,5,7,1
1380,501108781,72814592,USD,2.99,238,24,4.5,5,2.5.2,4+,Music,38,0,12,1
1381,501220013,489748292,USD,4.99,5435,3205,4,4,1.3,9+,Games,43,5,1,1
1382,501968250,171300864,USD,0,39502,13,4,4,2.2.12,4+,Games,24,5,1,1
1383,502344938,75674624,USD,24.99,1576,33,4,4.5,1.99995,4+,Music,43,5,16,1
1385,502803489,57106432,USD,27.99,1,1,4,4,6.3.0,4+,Food & Drink,38,4,1,1
1386,502912815,76895232,USD,0,13257,109,4.5,5,4.3.2,4+,Entertainment,37,0,1,1
1387,503090249,61618176,USD,1.99,41,0,4,0,1.8.72,4+,Business,37,1,33,1
1388,503092422,161255424,USD,0.99,45121,1168,5,4.5,1.5.4,4+,Games,40,5,1,1
1389,503190232,145968128,USD,1.99,11187,5,4.5,5,5.9,4+,Games,38,5,13,1
1391,504001448,1101865984,USD,19.99,406,3,4.5,3.5,7.1.02,12+,Medical,37,5,7,1
1393,504170504,125812736,USD,1.99,1129,93,5,5,4.4,4+,Lifestyle,40,4,12,1
1394,504201783,9167872,USD,2.99,609,12,4.5,5,1.7,4+,Education,37,5,10,1
1395,504270602,116411392,USD,0,175,3,2.5,4.5,3.32.0,4+,Travel,37,0,8,1
1396,504274740,99992576,USD,0,101,0,4.5,0,7.9.2,4+,Entertainment,37,0,3,1
1397,504280284,19538944,USD,1.99,0,0,0,0,6.3,4+,Utilities,37,1,1,1
1398,504542019,16457728,USD,0,0,0,0,0,4.1.6,17+,Lifestyle,37,0,1,1
1399,504575083,23957504,USD,0.99,1418,138,4.5,4,1.3,9+,Games,43,5,1,0
1400,504614735,4.99,144,36,2.5,1.5,1.2,4+,Entertainment,40,0,1,1,,
1401,504631398,96060416,USD,0,61724,100,3.5,4.5,4.14.1,4+,News,37,4,1,1
1402,504677517,82534400,USD,0,3582,70,4,3.5,10.0.0.984,4+,Navigation,38,5,25,1
1403,504835984,689295360,USD,6.99,53,13,4.5,4.5,3.0.2,4+,Health & Fitness,37,5,1,1
1404,505066327,15771648,USD,0,39,2,2,1,3,4+,Entertainment,37,0,1,1
1405,505080575,15943044,USD,2.99,164,22,4,3.5,1.2.3,4+,Entertainment,43,0,17,1
1406,505253234,140154880,USD,0,3115,87,4,4.5,4.2.2,4+,Health & Fitness,37,0,1,1
1407,505311207,58883072,USD,0,689,338,2.5,2.5,3.0.4,12+,Social Networking,37,5,11,1
1408,505365608,23020544,USD,4.99,10,0,4.5,0,2.5.1,4+,Travel,37,1,1,1
1409,505488770,9299968,USD,0,0,0,0,0,2.6.0,4+,Finance,37,2,1,1
1410,505728417,56845312,USD,0,18492,8,2.5,4.5,4.2.3,12+,Entertainment,37,5,1,1
1411,505829994,3700736,USD,0,0,0,0,0,2.0.0,4+,Book,38,0,1,1
1412,506003812,134009856,USD,0,18219,5,4,4,3.6.9,4+,Productivity,37,5,11,1
1413,506007254,47760353,USD,2.99,2,2,3,3,1.2,4+,Games,26,5,1,1
1414,506141837,98764800,USD,0,39819,58,4,3,8.6.1,17+,Social Networking,37,0,6,1
1415,506460513,130970624,USD,0,55338,455,4.5,4.5,8.9,9+,Entertainment,38,5,21,1
1416,506462353,130950144,USD,0.99,7204,337,4.5,4.5,7.9,9+,Entertainment,38,5,21,1
1417,506627515,113641472,USD,0,567344,4887,4.5,4.5,1.33.134,4+,Games,38,5,18,1
1418,507051584,51230720,USD,5.99,2555,44,4.5,4,3.3,4+,Food & Drink,37,5,1,1
1419,507056600,64246784,USD,0.99,11,3,3,5,3.2.1,4+,Entertainment,38,5,3,1
1420,507161324,0,481,1,4.5,5,7.9,17+,Food & Drink,37,5,1,1,,
1421,507874739,185695232,USD,0,59255,599,4.5,4.5,4.2017.17212,4+,Productivity,37,5,47,1
1422,507937883,1196212224,USD,2.99,228,228,4.5,4.5,1.0.4,12+,Games,38,0,2,1
1423,508401605,81857536,USD,0,437,0,4.5,0,7.0.3,4+,Productivity,37,0,2,1
1424,508433124,76383232,USD,1.99,1156,77,4,4,2.1,4+,Games,38,5,1,1
1426,508558296,43375753,USD,1.99,475,475,4.5,4.5,1.0.1,4+,Games,43,0,1,1
